CREATEDATE,RVR1M,RVR_1A,RVR1X,RVR_10M,RVR_10A,RVR_10X,MOR_1A,MOR_10M,MOR_10A,MOR_10X,VIS1K,VIS1A,VIS10A,BL1A,RVR DATA,MOR_RAW,VIS_RAW,LIGHTS,STATUS,PAINS (HPA),QNH AERODROME (HPA),QFE R06 (HPA),QFE R24 (HPA),QFF AERODROME (HPA),TREND,TENDENCY,TEMP (掳C),RH (%),DEWPOINT (掳C),WSINS (MPS),WS2M (MPS),WS2A (MPS),WS2X (MPS),WS10M (MPS),WS10A (MPS),WS10X (MPS),WDINS,WD2M,WD2A,WD2X,WD10M,WD10A,WD10X,GUST_SPEED (MPS),GUST_DIR,WDVAR,CW2A (MPS),HW2A (MPS),HIGHWIND
2020-3-12 10:47,3000,3000,3000,3000,3000,3000,3500,3400,3500,3500,5925.25,5000,5000,2,3200,3532,5925.25,10,0,1014,1015.54,1013.98,1014.14,1015.54,0.7,0,13.9,85,11.45,1.975,1.675,2.1675,3.2,1.6,2.4074999999999998,3.3499999999999996,147.25,135,144.5,155.5,129,142,157,3.3499999999999996,138.5,0,2.165,0.1325,0
2020-3-12 10:48,3000,3000,3000,3000,3000,3000,3500,3400,3500,3500,5899.75,5000,5000,2,3200,3510.5,5899.75,10,0,1014,1015.54,1013.98,1014.14,1015.54,0.7,0,13.9,85,11.45,1.975,1.7,2.08,3.0500000000000003,1.6,2.36,3.3,145.75,135.5,147,158,129,142.5,158,3.3,130,0,2.08,0.035,0
2020-3-12 10:49,3000,3000,3000,3000,3000,3000,3400,3400,3500,3500,5885.5,5000,5000,2,3200,3498.5,5885.5,10,0,1014,1015.54,1013.98,1014.14,1015.54,0.7,0,13.9,86,11.62,1.825,1.65,1.99,2.6,1.6,2.31,3.3,145.75,136.25,148.25,158,129,143.25,158,3.3,130,0,1.99,-0.01,0
2020-3-12 10:50,3000,3000,3000,3000,3000,3000,3400,3400,3500,3500,5860.5,5000,5000,2,3200,3478.75,5860.5,10,0,1014.1,1015.64,1014.08,1014.24,1015.64,0.7,0,13.9,86,11.62,2,1.6,1.97,2.45,1.6,2.2575,3.3,141.75,135,147.25,157.5,129,144,158,3.3,130,0,1.97,0.025,0
2020-3-12 10:51,3000,3000,3000,3000,3000,3000,3475,3400,3500,3500,5929.5,5000,5000,2,3200,3534.75,5929.5,10,0,1014.1,1015.64,1014.08,1014.24,1015.64,0.7,0,13.9,86,11.62,2.0250000000000004,1.6,1.9975,2.6,1.6,2.185,3.2,141,130,143.75,156.75,129.5,144,158,3.2,144,0,1.9925,0.15,0
2020-3-12 10:52,3000,3000,3000,3000,3000,3000,3450,3400,3500,3500,5826,5000,5000,2,3200,3448.25,5826,10,0,1014.1,1015.64,1014.08,1014.24,1015.64,0.7,0,13.9,85,11.45,2.225,1.675,2.0275,2.575,1.6,2.1225,3.2,144.75,130,141.25,150.5,130,144,158,3.2,144,0,2.01,0.24,0
2020-3-12 10:53,3000,3000,3000,3000,3000,3000,3325,3300,3450,3500,5732.25,5000,5000,2,3200,3371.25,5732.25,10,0,1014.1,1015.64,1014.08,1014.24,1015.64,0.7,0,13.9,85,11.45,2.175,1.775,2.12,2.55,1.6,2.0949999999999998,3.2,144.75,134.75,142,151.5,130,144.75,158,3.2,144,0,2.105,0.2225,0
2020-3-12 10:54,3000,3000,3000,3000,3000,3000,3350,3300,3400,3500,5802.5,5000,5000,2,3200,3430.25,5802.5,10,0,1014.1,1015.64,1014.08,1014.24,1015.64,0.7,0,13.9,86,11.62,2.0749999999999997,1.775,2.165,2.6,1.6,2.0775,3.2,149.75,136,144.5,153.5,130,145,158,3.2,144,0,2.16,0.1325,0
2020-3-12 10:55,3000,3000,3000,3000,3000,3000,3400,3300,3400,3500,5788.5,5000,5000,2,3200,3419,5788.5,10,0,1014.1,1015.64,1014.08,1014.24,1015.64,0.6,1,13.9,87,11.79,1.875,1.7,2.05,2.55,1.6,2.065,3.2,146,136.75,146.75,155,130,145,158,3.2,144,0,2.05,0.045000000000000005,0
2020-3-12 10:56,3000,3000,3000,3000,3000,3000,3300,3225,3400,3500,5648.25,5000,5000,2,3200,3303.75,5648.25,10,0,1014.1,1015.64,1014.08,1014.24,1015.64,0.6,1,13.8,87,11.7,2.1,1.7,1.9575,2.55,1.6,2.04,3.0500000000000003,149.5,139,148,158,130,145.75,158,3.0500000000000003,144.5,0,1.9575,0,0
2020-3-12 10:57,3000,3000,3000,3000,3000,3000,3200,3200,3400,3500,5631.25,5000,5000,2,3200,3290.75,5631.25,10,0,1014.2,1015.74,1014.18,1014.34,1015.74,0.6,1,13.8,87,11.7,1.7000000000000002,1.6,1.955,2.6,1.55,2.0225,2.6,143.5,139.75,147.5,157.5,130,146,158,2.6,146,0,1.955,0.015,0
2020-3-12 10:58,3000,3000,3000,3000,3000,3000,3200,3200,3400,3500,5622.5,5000,5000,2,3200,3283.25,5622.5,10,0,1014.2,1015.74,1014.18,1014.34,1015.74,0.6,1,13.8,87,11.7,1.85,1.4,1.8175,2.35,1.4,1.9849999999999999,2.6,145,136,145.25,154.75,130,145,158,2.6,146,0,1.8125,0.0875,0
2020-3-12 10:59,3000,3000,3000,3000,3000,3000,3200,3200,3325,3500,5594.25,5000,5000,2,3200,3259.75,5594.25,10,0,1014.2,1015.74,1014.18,1014.34,1015.74,0.6,1,13.8,88,11.87,1.65,1.4,1.7525,2.2,1.4,1.975,2.6,144.75,135.75,146.75,163.75,130,145,164,2.6,146,0,1.7475,0.0375,0
2020-3-12 11:00,3000,3000,3000,3000,3000,3000,3200,3175,3300,3500,5540.25,5000,5000,2,3200,3215.75,5540.25,10,0,1014.2,1015.74,1014.18,1014.34,1015.74,0.6,1,13.8,88,11.87,1.8,1.4,1.725,2.225,1.4,1.9375,2.6,142.75,135,147,166,130,145,166,2.6,146,0,1.725,0.03,0
2020-3-12 11:01,3000,3000,3000,3000,3000,3000,3200,3100,3300,3475,5591,5000,5000,2,3200,3257.5,5591,10,0,1014.3,1015.84,1014.28,1014.44,1015.84,0.6,1,13.8,88,11.87,1.7750000000000001,1.4249999999999998,1.7225,2.3,1.4,1.9224999999999999,2.6,148.75,134,143.5,158.5,133.75,145.25,166,2.6,146,0,1.72,0.135,0
2020-3-12 11:02,3000,3000,3000,3000,3000,3000,3200,3100,3300,3400,5631.5,5000,5000,2,3200,3289.75,5631.5,10,0,1014.3,1015.84,1014.28,1014.44,1015.84,0.6,1,13.8,88,11.87,1.75,1.475,1.8275000000000001,2.25,1.4,1.895,2.6,147,133.75,144.75,159,133.75,146,166,2.6,146,0,1.8250000000000002,0.10250000000000001,0
2020-3-12 11:03,3000,3000,3000,3000,3000,3000,3200,3100,3275,3400,5579,5000,5000,2,3200,3248,5579,10,0,1014.3,1015.84,1014.28,1014.44,1015.84,0.6,1,13.8,88,11.87,1.9,1.4,1.8575,2.25,1.4,1.87,2.6,144.25,133,144.75,158.5,133,146,166,2.6,146,0,1.8575,0.10750000000000001,0
2020-3-12 11:04,3000,3000,3000,3000,3000,3000,3200,3100,3200,3400,5561.5,5000,5000,2,3200,3232.25,5561.5,10,0,1014.3,1015.84,1014.28,1014.44,1015.84,0.6,1,13.8,88,11.87,1.85,1.4249999999999998,1.8675000000000002,2.3,1.4,1.84,2.6,146.75,133.5,144.25,156,133,146,166,2.6,146,0,1.8625,0.1225,0
2020-3-12 11:05,3000,3000,3000,3000,3000,3000,3200,3100,3200,3350,5567,5000,5000,2,3200,3237.5,5567,10,0,1014.4,1015.94,1014.38,1014.54,1015.94,0.8,3,13.8,88,11.87,1.75,1.5,1.8475000000000001,2.25,1.4,1.8250000000000002,2.6,146.25,135.5,145.5,157.25,133,146,166,2.6,146,0,1.8475000000000001,0.08,0
2020-3-12 11:06,3000,3000,3000,3000,3000,3000,3150,3100,3200,3300,5477.25,5000,5000,2,3200,3165.5,5477.25,10,0,1014.4,1015.94,1014.38,1014.54,1015.94,0.8,3,13.8,88,11.87,1.725,1.5,1.81,2.1500000000000004,1.4,1.8075,2.45,148,137,147.5,158,133,146,166,2.45,146,0,1.81,0.015,0
2020-3-12 11:07,3000,3000,3000,3000,3000,3000,3100,3100,3200,3300,5453,5000,5000,2,3200,3146.75,5453,10,0,1014.4,1015.94,1014.38,1014.54,1015.94,0.8,3,13.8,88,11.87,1.9,1.4,1.755,2.175,1.4,1.7875,2.3249999999999997,149.75,138,148.75,159.5,133,146,166,2.3249999999999997,148.25,0,1.755,-0.0225,0
2020-3-12 11:08,3000,3000,3000,3000,3000,3000,3100,3100,3200,3300,5467.5,5000,5000,2,3200,3157.5,5467.5,10,0,1014.4,1015.94,1014.38,1014.54,1015.94,0.8,3,13.8,88,11.87,1.525,1.3499999999999999,1.7325,2.4,1.3499999999999999,1.7925,2.4,160,138,152.25,166.75,133,147,168.25,2.4,155,0,1.7275,-0.1275,0
2020-3-12 11:09,3000,3000,3000,3000,3000,3000,3100,3100,3200,3300,5426.5,5000,5000,2,3200,3125,5426.5,10,0,1014.5,1016.04,1014.48,1014.64,1016.04,0.8,3,13.8,89,12.04,1.65,1,1.585,2.325,1,1.755,2.4,160.5,142,156.75,169.75,133,148,169.75,2.4,155,0,1.565,-0.2425,0
2020-3-12 11:10,3000,3000,3000,3000,3000,3000,3100,3100,3200,3300,5502,5000,5000,2,3200,3184.5,5502,10,0,1014.5,1016.04,1014.48,1014.64,1016.04,0.8,3,13.8,89,12.04,1.625,1,1.525,2.1500000000000004,1,1.7525,2.4,168,141,161,175,133,149.75,175,2.4,155,0,1.4875,-0.345,0
2020-3-12 11:11,3000,3000,3000,3000,3000,3000,3100,3100,3150,3300,5484.25,5000,5000,2,3200,3171.5,5484.25,10,0,1014.5,1016.04,1014.48,1014.64,1016.04,0.8,3,13.8,89,12.04,1.55,1.175,1.5925,2.2,1,1.7275,2.4,162.75,144,164,178,133,152,178,2.4,155,0,1.5325,-0.4375,0
2020-3-12 11:12,3000,3000,3000,3000,3000,3000,3175,3100,3100,3200,5591.5,5000,5000,2,3200,3259,5591.5,10,0,1014.5,1016.04,1014.48,1014.64,1016.04,0.8,3,13.8,88,11.87,1.3,1.125,1.5275,2.125,0.975,1.6949999999999998,2.4,169.75,149,164,179.5,133.5,153.75,179.5,2.4,155,0,1.4675,-0.42,0
2020-3-12 11:13,3000,3000,3000,3000,3000,3000,3200,3100,3100,3200,5595.75,5000,5000,2,3200,3261.5,5595.75,10,0,1014.6,1016.14,1014.58,1014.74,1016.14,0.8,3,13.8,88,11.87,1.175,0.875,1.35,2.075,0.875,1.6275,2.4,171,151.5,168.25,186,135.5,156.75,186,2.4,155,0,1.2675,-0.465,0
2020-3-12 11:14,3000,3000,3000,3000,3000,3000,3200,3100,3100,3225,5632.75,5000,5000,2,3200,3290.75,5632.75,10,0,1014.6,1016.14,1014.58,1014.74,1016.14,0.8,3,13.7,88,11.77,1.35,0.8,1.22,1.7999999999999998,0.8,1.5625,2.4,174.25,155,171.5,187,137,159,187,2.4,155,0,1.1225,-0.4875,0
2020-3-12 11:15,3000,3000,3000,3000,3000,3000,3300,3100,3200,3300,5705,5000,5000,2,3200,3350.25,5705,10,0,1014.6,1016.14,1014.58,1014.74,1016.14,0.9,3,13.8,87,11.7,1.225,0.8250000000000001,1.2825,1.9,0.8,1.5125,2.4,173.5,155,173,189.75,138,162.25,190.5,2.4,155,0,1.1624999999999999,-0.5425,0
2020-3-12 11:16,3000,3000,3000,3000,3000,3000,3300,3100,3200,3300,5642.5,5000,5000,2,3200,3300.5,5642.5,10,0,1014.7,1016.24,1014.68,1014.84,1016.25,0.9,3,13.8,87,11.7,1.1,0.95,1.25,1.725,0.8,1.4525,2.4,162.25,153.75,171.5,194,138,163.75,194,2.4,155,0,1.145,-0.5025,0
2020-3-12 11:17,3000,3000,3000,3000,3000,3000,3200,3100,3200,3300,5629.75,5000,5000,2,3200,3289.25,5629.75,10,0,1014.7,1016.24,1014.68,1014.84,1016.25,0.9,3,13.8,86,11.52,1.1,0.9,1.13,1.475,0.8,1.3875,2.35,166,150.25,165,187,141,165.5,194,2.35,154.5,0,1.0825,-0.3325,0
2020-3-12 11:18,3000,3000,3000,3000,3000,3000,3200,3100,3200,3300,5601.75,5000,5000,2,3200,3266.25,5601.75,10,0,1014.7,1016.24,1014.68,1014.84,1016.25,0.9,3,13.8,86,11.52,1.175,0.9,1.1325,1.5,0.8,1.335,2.2,157.75,147.75,164,181,141,166.25,194,2.2,153,0,1.085,-0.3125,0
2020-3-12 11:19,3000,3000,3000,3000,3000,3000,3200,3100,3200,3300,5571.75,5000,5000,2,3200,3241.5,5571.75,10,0,1014.8,1016.34,1014.78,1014.94,1016.35,0.9,3,13.8,86,11.52,0.95,0.8500000000000001,1.115,1.5,0.8,1.2975,2.2,181.25,141,165.75,201,141,167.25,207,2.2,153,0,1.0625,-0.34,0
2020-3-12 11:20,3000,3000,3000,3000,3000,3000,3200,3100,3200,3300,5531.75,5000,5000,2,3200,3210.25,5531.75,10,0,1014.8,1016.34,1014.78,1014.94,1016.35,0.9,3,13.8,86,11.52,1.275,0.8,1.1125,1.6,0.8,1.2475,2.125,180.75,142.5,172,220,141,168.75,220,2.125,162.75,0,1.0125,-0.45,0
2020-3-12 11:21,3000,3000,3000,3000,3000,3000,3225,3100,3200,3300,5653.75,5000,5000,2,3200,3309.25,5653.75,10,0,1014.8,1016.34,1014.78,1014.94,1016.35,0.9,3,13.8,86,11.52,1.225,0.8,1.2,1.6,0.8,1.2149999999999999,2.075,187,161,177.75,215,141,170,220,2.075,163.25,0,1.0425,-0.5975,0
2020-3-12 11:22,3000,3000,3000,3000,3000,3000,3300,3100,3200,3300,5671.5,5000,5000,2,3200,3322.25,5671.5,10,0,1014.9,1016.44,1014.88,1015.04,1016.44,0.9,3,13.8,87,11.7,0.9,0.725,1.115,1.5,0.725,1.1675,1.9,192,159.75,182.75,210,141,172.5,220,1.9,160,0,0.9175,-0.6325,0
2020-3-12 11:23,3000,3000,3000,3000,3000,3000,3200,3100,3200,3300,5617.25,5000,5000,2,3200,3278.75,5617.25,10,0,1014.9,1016.44,1014.88,1015.04,1016.44,0.9,3,13.7,86,11.42,1.05,0.6,0.9975,1.4249999999999998,0.6,1.145,1.9,195.75,159,190.5,219.75,141,174.75,224.75,1.9,160,0,0.735,-0.67,0
2020-3-12 11:24,3000,3000,3000,3000,3000,3000,3275,3100,3200,3300,5717.75,5000,5000,2,3200,3361,5717.75,10,0,1015,1016.54,1014.98,1015.14,1016.55,0.9,3,13.7,86,11.42,0.8500000000000001,0.4,0.97,1.4,0.4,1.115,1.75,181.25,168,193,237,141,176.5,237,1.75,169.5,0,0.685,-0.6875,0
2020-3-12 11:25,3000,3000,3000,3000,3000,3000,3300,3100,3200,3400,5758,5000,5000,2,3200,3393.75,5758,10,0,1015,1016.54,1014.98,1015.14,1016.55,1.4,3,13.7,86,11.42,1.125,0.45,0.9275,1.4,0.4,1.0725,1.6,195.75,171,193.25,232.25,141,178.5,237,1.6,179,0,0.655,-0.66,0
2020-3-12 11:26,3000,3000,3000,3000,3000,3000,3350,3100,3275,3400,5791.75,5000,5000,2,3200,3420.25,5791.75,10,0,1015.1,1016.64,1015.08,1015.24,1016.65,1.4,3,13.7,86,11.42,1.225,0.625,1.0525,1.55,0.4,1.0775000000000001,1.6,200.75,173.5,195,218.5,141,181.5,237,1.6,189.5,0,0.7175,-0.77,0
2020-3-12 11:27,3000,3000,3000,3000,3000,3000,3400,3100,3300,3400,5803.75,5000,5000,2,3200,3431,5803.75,10,0,1015.1,1016.64,1015.08,1015.24,1016.65,1.4,3,13.7,86,11.42,1.275,0.875,1.1975,1.6,0.4,1.085,1.6,190.5,176.75,195.25,220,141,184.5,237,1.6,200,0,0.8125,-0.88,0
2020-3-12 11:28,3000,3000,3000,3000,3000,3000,3375,3100,3300,3400,5765.75,5000,5000,2,3200,3399.75,5765.75,10,0,1015.1,1016.64,1015.08,1015.24,1016.65,1.4,3,13.7,86,11.42,1.325,0.925,1.26,1.6,0.4,1.1025,1.6,190.5,173,192.75,217.25,142.5,187,237,1.6,206.75,0,0.8925000000000001,-0.885,0
2020-3-12 11:29,3000,3000,3000,3000,3000,3000,3400,3100,3300,3400,5771.25,5000,5000,2,3200,3404,5771.25,10,0,1015.2,1016.74,1015.18,1015.34,1016.75,1.4,3,13.7,85,11.25,1,0.925,1.22,1.6,0.4,1.11,1.6,195,174.25,191.75,209,158.75,189.75,237,1.6,209,0,0.88,-0.8425,0
2020-3-12 11:30,3000,3000,3000,3000,3000,3000,3300,3175,3300,3400,5711.5,5000,5000,2,3200,3355,5711.5,10,0,1015.2,1016.74,1015.18,1015.34,1016.75,1.4,3,13.8,85,11.35,1.075,0.8,1.0625,1.375,0.4,1.0925,1.6,208,178,198.25,216,159,192.5,237,1.6,209,0,0.6775,-0.815,0
2020-3-12 11:31,3000,3000,3000,3000,3000,3000,3300,3200,3300,3400,5681.25,5000,5000,2,3200,3331,5681.25,10,0,1015.3,1016.84,1015.28,1015.44,1016.85,1.4,3,13.8,85,11.35,1.175,0.8250000000000001,1.0575,1.3,0.4,1.08,1.6,198.75,186,202,218,159,194.5,237,1.6,209,0,0.6225,-0.855,0
2020-3-12 11:32,3000,3000,3000,3000,3000,3000,3300,3200,3300,3400,5689.75,5000,5000,2,3200,3336.75,5689.75,10,0,1015.3,1016.84,1015.28,1015.44,1016.85,1.4,3,13.9,85,11.45,1.275,0.9,1.16,1.5,0.4,1.1,1.6,208,188,203.25,216.75,168,196.25,237,1.6,209,0,0.6625000000000001,-0.9525,0
2020-3-12 11:33,3000,3000,3000,3000,3000,3000,3250,3200,3300,3400,5603.75,5000,5000,2,3200,3268.75,5603.75,10,0,1015.4,1016.94,1015.38,1015.54,1016.95,1.4,3,13.9,85,11.45,1.175,0.9,1.18,1.5,0.45,1.1175000000000002,1.6,195.75,186.25,204,216,171,197,232.75,1.6,209,0,0.66,-0.9775,0
2020-3-12 11:34,3000,3000,3000,3000,3000,3000,3200,3200,3300,3400,5621.75,5000,5000,2,3200,3282,5621.75,10,0,1015.4,1016.94,1015.38,1015.54,1016.95,1.4,3,13.9,85,11.45,1.35,0.9,1.2225,1.5,0.625,1.15,1.6,202.75,185,202,217.5,173,198,220,1.6,209,0,0.7175,-0.9875,0
2020-3-12 11:35,3000,3000,3000,3000,3000,3000,3225,3200,3300,3400,5587,5000,5000,2,3200,3253.5,5587,10,0,1015.5,1017.04,1015.48,1015.64,1017.05,1.9,3,13.9,86,11.62,1.1,0.8500000000000001,1.3075,1.5,0.8,1.1925,1.6,187.5,175.25,196.5,218,173,198,220,1.6,209,0,0.865,-0.975,0
2020-3-12 11:36,3000,3000,3000,3000,3000,3000,3225,3200,3300,3400,5647.25,5000,5000,2,3200,3302.5,5647.25,10,0,1015.5,1017.04,1015.48,1015.64,1017.05,1.9,3,13.9,86,11.62,1.175,0.8,1.2650000000000001,1.5,0.8,1.1925,1.6,189,175,191,209,173,197.5,219.5,1.6,209,0,0.9225,-0.8625,0
2020-3-12 11:37,3000,3000,3000,3000,3000,3000,3250,3200,3300,3400,5611.5,5000,5000,2,3200,3274,5611.5,10,0,1015.5,1017.04,1015.48,1015.64,1017.05,1.9,3,13.9,85,11.45,0.8,0.7,1.0775000000000001,1.4249999999999998,0.7,1.1675,1.6,193,174,189.5,206,173.25,196.75,218,1.6,209,0,0.8075,-0.7125,0
2020-3-12 11:38,3000,3000,3000,3000,3000,3000,3200,3200,3300,3400,5605.25,5000,5000,2,3200,3268,5605.25,10,0,1015.6,1017.14,1015.58,1015.74,1017.15,1.9,3,13.9,84,11.27,0.5,0.44999999999999996,0.8025,1.225,0.44999999999999996,1.1,1.525,220.25,174,197.25,224.5,174,198.25,230.5,1.525,185.75,0,0.525,-0.6,0
2020-3-12 11:39,3000,3000,3000,3000,3000,3000,3200,3200,3250,3350,5594.5,5000,5000,2,3200,3259,5594.5,10,0,1015.6,1017.14,1015.58,1015.74,1017.15,1.9,3,14,83,11.19,0.525,0.3,0.5625,0.8500000000000001,0.3,1.0350000000000001,1.5,254.75,186.25,227,275.75,174,203.25,275.75,1.5,178,0,0.1125,-0.545,0
2020-3-12 11:40,3000,3000,3000,3000,3000,3000,3225,3200,3200,3300,5667.75,5000,5000,2,3200,3319.5,5667.75,10,0,1015.6,1017.14,1015.58,1015.74,1017.15,1.9,3,14,84,11.37,0.35,0.2,0.4625,0.7,0.2,0.985,1.5,240.5,196,248,278.5,174,207.25,278.5,1.5,178,0,-0.0775,-0.455,0
2020-3-12 11:41,3000,3000,3000,3000,3000,3000,3350,3200,3200,3400,5797.25,5000,5000,2,3200,3425.5,5797.25,10,0,1015.6,1017.14,1015.58,1015.74,1017.15,1.9,3,14,84,11.37,0.3,0.1,0.3775,0.6499999999999999,0.1,0.9,1.5,234,202,245.5,280,174,211.5,280,1.5,178,0,-0.05,-0.375,0
2020-3-12 11:42,3000,3000,3000,3000,3000,3000,3400,3200,3300,3400,5790.5,5000,5000,2,3200,3419.5,5790.5,10,0,1015.7,1017.24,1015.68,1015.84,1017.25,1.9,3,13.9,84,11.27,0.275,0.1,0.3,0.5,0.1,0.8075,1.5,206.75,199,235,275.75,174,214,280,1.5,178,0,0.012499999999999999,-0.2925,0
2020-3-12 11:43,3000,3000,3000,3000,3000,3000,3350,3200,3300,3400,5708.5,5000,5000,2,3200,3352.5,5708.5,10,0,1015.7,1017.24,1015.68,1015.84,1017.25,1.9,3,13.9,83,11.09,0.325,0.125,0.295,0.4,0.1,0.725,1.5,165.5,160.75,207.25,255.75,157.25,212.25,280,1.5,178,0,0.15,-0.25,0
2020-3-12 11:44,3000,3000,3000,3000,3000,3000,3125,3000,3275,3400,5345,5000,5000,2,3200,3060.75,5345,10,0,1015.7,1017.24,1015.68,1015.84,1017.25,1.9,3,13.9,83,11.09,0.25,0.125,0.28250000000000003,0.4,0.1,0.6225,1.5,98.25,92.75,157.75,219.75,92.75,207.5,280,1.5,178,0,0.2625,-0.045,0
2020-3-12 11:45,3000,3000,3000,3000,3000,3000,3025,2900,3200,3400,5436.75,5000,5000,2,3200,3134,5436.75,10,0,1015.8,1017.34,1015.78,1015.94,1017.35,2.1,3,13.9,85,11.45,0.225,0.1,0.265,0.4,0.1,0.515,1.4249999999999998,104,79.25,109.75,164,79.25,201.75,280,1.4249999999999998,178,0,0.20750000000000002,0.16,0
2020-3-12 11:46,3000,3000,3000,3000,3000,3000,3175,2900,3200,3400,5594.5,5000,5000,2,3200,3259.75,5594.5,10,0,1015.8,1017.34,1015.78,1015.94,1017.35,2.1,3,13.8,87,11.7,0.125,0.1,0.2175,0.4,0.1,0.4125,1.225,145,77,109,149.75,77,195,280,1.225,187.75,0,0.1675,0.14,0
2020-3-12 11:47,3000,3000,3000,3000,3000,3000,3175,2900,3200,3400,5505.75,5000,5000,2,3200,3188.25,5505.75,10,0,1015.8,1017.34,1015.78,1015.94,1017.35,2.1,3,13.7,88,11.77,0.3,0.1,0.20750000000000002,0.375,0.1,0.345,0.8500000000000001,210,95,151.5,210.5,77,193.75,280,0.8500000000000001,197,0,0.2,-0.0175,0
2020-3-12 11:48,3000,3000,3000,3000,3000,3000,3100,2900,3200,3400,5424.5,5000,5000,2,3200,3122.75,5424.5,10,0,1015.9,1017.44,1015.88,1016.04,1017.45,2.1,3,13.7,89,11.94,0.45,0.15000000000000002,0.2825,0.55,0.1,0.3075,0.7,262,144,209.75,268.25,77,198.75,280,0.7,267.5,0,0.12,-0.2425,0
2020-3-12 11:49,3000,3000,3000,3000,3000,3000,3100,2900,3200,3400,5439.5,5000,5000,2,3200,3134.75,5439.5,10,0,1015.9,1017.44,1015.88,1016.04,1017.45,2.1,3,13.6,90,12.01,0.2,0.15000000000000002,0.325,0.7,0.1,0.295,0.7,249.25,188.5,243.75,287.75,77,198,287.75,0.7,258,0,-0.0325,-0.325,0
2020-3-12 11:50,3000,3000,3000,3000,3000,3000,3100,2900,3200,3400,5445.25,5000,5000,2,3200,3140.5,5445.25,10,0,1015.9,1017.44,1015.88,1016.04,1017.45,2.1,3,13.6,91,12.17,0.42500000000000004,0.1,0.3225,0.775,0.1,0.28,0.775,164,125.5,243,321,71.5,194.5,321,0.775,211,0,-0.03,-0.315,0
2020-3-12 11:51,3000,3000,3000,3000,3000,3000,3025,2900,3150,3400,5275.5,5000,5000,2,3200,3005.5,5275.5,10,0,1015.9,1017.44,1015.88,1016.04,1017.45,2.1,3,13.6,91,12.17,0.35,0.1,0.3675,0.8,0.1,0.2925,0.8,244.5,66,220,321,66,188.25,321,0.8,210.5,0,0.1125,-0.35,0
2020-3-12 11:52,3000,3000,3000,3000,3000,3000,2900,2900,3100,3375,5181.5,5000,5000,2,3200,2932.25,5181.5,10,0,1016,1017.54,1015.98,1016.14,1017.55,2.1,3,13.6,91,12.17,0.15,0,0.3275,0.8,0,0.28500000000000003,0.8,254.75,82,215.75,328,66,186.75,328,0.8,216,0,0.1275,-0.2975,0
2020-3-12 11:53,3000,3000,3000,3000,3000,3000,2900,2900,3075,3250,5238.5,5000,5000,2,3200,2976.5,5238.5,10,0,1016,1017.54,1015.98,1016.14,1017.55,2.1,3,13.5,92,12.24,0.425,0,0.2475,0.65,0,0.28250000000000003,0.8,254.25,110,241,328,66,196,328,0.8,216,0,-0.0125,-0.2475,0
2020-3-12 11:54,3000,3000,3000,3000,3000,3000,3000,2900,3000,3200,5297,5000,5000,2,3200,3023,5297,10,0,1016,1017.54,1015.98,1016.14,1017.55,2.1,3,13.4,92,12.14,0.75,0.1,0.4275,0.775,0,0.3175,0.8250000000000001,277.75,192.5,259.75,290,66,216.25,328,0.8250000000000001,247.75,0,-0.1675,-0.39,0
2020-3-12 11:55,3000,3000,3000,3000,3000,3000,2750,2650,3000,3200,4840.5,4925,5000,2,3200,2671.5,4840.5,10,0,1016.1,1017.64,1016.08,1016.24,1017.65,2.3,3,13.4,92,12.14,1.225,0.35,0.7925,1.225,0,0.39,1.225,279.75,242.75,273,285,66,232.25,328,1.225,279.75,0,-0.46,-0.645,0
2020-3-12 11:56,3000,3000,3000,3000,3000,3000,2500,2500,2950,3200,4679,4625,5000,2,3200,2549.5,4679,10,0,1016.1,1017.64,1016.08,1016.24,1017.65,2.3,3,13.4,92,12.14,1.4,0.775,1.175,1.475,0,0.505,1.475,279,273.75,279.5,284.75,76,245.25,197,1.475,279,0,-0.775,-0.8775,0
2020-3-12 11:57,3000,3000,3000,3000,3000,3000,2500,2500,2900,3125,4667.25,4600,4700,2,3200,2540.75,4667.25,10,0,1016.1,1017.64,1016.08,1016.24,1017.65,2.3,3,13.4,93,12.3,1.3,1.15,1.355,1.5,0,0.6174999999999999,1.5,269.75,265.75,277.5,283.25,86,254.75,66,1.5,279,0,-0.86,-1.045,0
2020-3-12 11:58,3000,3000,3000,3000,3000,3000,2550,2500,2800,3100,4833.5,4675,4650,2,3200,2665.5,4833.5,10,0,1016.2,1017.74,1016.18,1016.34,1017.75,2.3,3,13.4,93,12.3,1.175,1.15,1.2925,1.45,0,0.71,1.5,266.75,256,270.5,280.5,86,257.75,66,1.5,279,0,-0.7,-1.0925,0
2020-3-12 11:59,3000,3000,3000,3000,3000,3000,2725,2500,2800,3100,5020.5,4925,4700,2,3200,2807.75,5020.5,10,0,1016.2,1017.74,1016.18,1016.34,1017.75,2.3,3,13.3,94,12.36,1.15,1.0750000000000002,1.2349999999999999,1.5,0,0.7975,1.5,266.5,254,266.5,275.5,86,259.75,66,1.5,273,0,-0.5875,-1.08,0
